Park Name,Category,Scientific Name,Common Names,Observations,T&E
Great Smoky Mountains National Park,Fungi,Apiosporina morbosa,,,
Great Smoky Mountains National Park,Fungi,Phaeoisariopsis robiniae,,,
Great Smoky Mountains National Park,Fungi,Rhizosphaera pini,,,
Great Smoky Mountains National Park,Fungi,Venturia liriodendri,Plant Pathogen Fungus,2,
Great Smoky Mountains National Park,Fungi,Venturia orbicula,,,
Great Smoky Mountains National Park,Fungi,Crustodontia chrysocreas,,,
Great Smoky Mountains National Park,Fungi,Phlebiella,,,
Great Smoky Mountains National Park,Fungi,Sarcoporia polyspora,,1,
Great Smoky Mountains National Park,Fungi,Albatrellus confluens,,,
Great Smoky Mountains National Park,Fungi,Albatrellus cristatus,,,
Great Smoky Mountains National Park,Fungi,Athelia,Athelia,,
Great Smoky Mountains National Park,Fungi,Athelia acrospora,,,
Great Smoky Mountains National Park,Fungi,Athelia bombacina,,,
Great Smoky Mountains National Park,Fungi,Athelia decipiens,,,
Great Smoky Mountains National Park,Fungi,Athelia neuhoffii,,,
Great Smoky Mountains National Park,Fungi,Bjerkandera adusta,Fungus,2,
Great Smoky Mountains National Park,Fungi,Anomoloma myceliosum,,,
Great Smoky Mountains National Park,Fungi,Antrodia albida,,,
Great Smoky Mountains National Park,Fungi,Antrodia gossypium,,,
Great Smoky Mountains National Park,Fungi,Antrodia heteromorpha,,,
Great Smoky Mountains National Park,Fungi,Antrodia malicola,,,
Great Smoky Mountains National Park,Fungi,Antrodia oleracea,,,
Great Smoky Mountains National Park,Fungi,Antrodia serialiformis,,3,
Great Smoky Mountains National Park,Fungi,Antrodia serialis,,,
Great Smoky Mountains National Park,Fungi,Antrodia sinuosa,,,
Great Smoky Mountains National Park,Fungi,Antrodia variiformis,,,
Great Smoky Mountains National Park,Fungi,Antrodia xantha,,1,
Great Smoky Mountains National Park,Fungi,Dacryobolus karstenii,,1,
Great Smoky Mountains National Park,Fungi,Daedalea ambigua,,,
Great Smoky Mountains National Park,Fungi,Daedalea quercina,,2,
Great Smoky Mountains National Park,Fungi,Fibroporia radiculosa,,,
Great Smoky Mountains National Park,Fungi,Fibroporia vaillantii,,,
Great Smoky Mountains National Park,Fungi,Fomitiporia punctata,,,
Great Smoky Mountains National Park,Fungi,Fomitopsis,,,
Great Smoky Mountains National Park,Fungi,Fomitopsis cajanderi,Rosy Conk Bracket Fungus,1,
Great Smoky Mountains National Park,Fungi,Fomitopsis pinicola,,5,
Great Smoky Mountains National Park,Fungi,Fomitopsis rosea,,,
Great Smoky Mountains National Park,Fungi,Fomitopsis spraguei,,6,
Great Smoky Mountains National Park,Fungi,Oligoporus,,,
Great Smoky Mountains National Park,Fungi,Osteina undosa,,1,
Great Smoky Mountains National Park,Fungi,Parmastomyces mollissimus,,,
Great Smoky Mountains National Park,Fungi,Piptoporus betulinus,,1,
Great Smoky Mountains National Park,Fungi,Postia balsamea,,1,
Great Smoky Mountains National Park,Fungi,Postia caesia,,11,
Great Smoky Mountains National Park,Fungi,Postia floriformis,,1,
Great Smoky Mountains National Park,Fungi,Postia fragilis,,2,
Great Smoky Mountains National Park,Fungi,Postia guttulata,,,
Great Smoky Mountains National Park,Fungi,Postia rancida,,,
Great Smoky Mountains National Park,Fungi,Postia sericeomollis,,1,
Great Smoky Mountains National Park,Fungi,Postia tephroleuca,,,
Great Smoky Mountains National Park,Fungi,Pycnoporellus fulgens,Fungus,1,
Great Smoky Mountains National Park,Fungi,Sporotrichum,,,
Great Smoky Mountains National Park,Fungi,Sporotrichum quercuum,,,
Great Smoky Mountains National Park,Fungi,Ganoderma,,1,
Great Smoky Mountains National Park,Fungi,Ganoderma applanatum,Artist Conk,10,
Great Smoky Mountains National Park,Fungi,Ganoderma lobatum,,,
Great Smoky Mountains National Park,Fungi,Ganoderma lucidum,,,
Great Smoky Mountains National Park,Fungi,Ganoderma tsugae,,21,
Great Smoky Mountains National Park,Fungi,Gloeophyllum sepiarium,,1,
Great Smoky Mountains National Park,Fungi,Climacocystis borealis,,,
Great Smoky Mountains National Park,Fungi,Hapalopilus mutans,,,
Great Smoky Mountains National Park,Fungi,Ischnoderma resinosum,,2,
Great Smoky Mountains National Park,Fungi,Hyphoderma roseocremeum,,,
Great Smoky Mountains National Park,Fungi,Abortiporus biennis,,,
Great Smoky Mountains National Park,Fungi,Grifola frondosa,Hen Of The Woods,7,
Great Smoky Mountains National Park,Fungi,Meripilus giganteus,,,
Great Smoky Mountains National Park,Fungi,Meripilus sumstinei,,5,
Great Smoky Mountains National Park,Fungi,Physisporinus rivulosus,,,
Great Smoky Mountains National Park,Fungi,Rigidoporus,,3,
Great Smoky Mountains National Park,Fungi,Rigidoporus crocatus,,1,
Great Smoky Mountains National Park,Fungi,Rigidoporus lineatus,,,
Great Smoky Mountains National Park,Fungi,Rigidoporus microporus,,,
Great Smoky Mountains National Park,Fungi,Rigidoporus sanguinolentus,,,
Great Smoky Mountains National Park,Fungi,Rigidoporus undatus,,,
Great Smoky Mountains National Park,Fungi,Bjerkandera fumosa,,,
Great Smoky Mountains National Park,Fungi,Bulbillomyces farinosus,Polypore Fungi,1,
Great Smoky Mountains National Park,Fungi,Cabalodontia livida,,,
Great Smoky Mountains National Park,Fungi,Cabalodontia queletii,,,
Great Smoky Mountains National Park,Fungi,Climacodon septentrionale,,,
Great Smoky Mountains National Park,Fungi,Crustoderma flavescens,,,
Great Smoky Mountains National Park,Fungi,Gelatoporia dichroa,Plant Pathogenic Fungus,2,
Great Smoky Mountains National Park,Fungi,Gloeoporus,,,
Great Smoky Mountains National Park,Fungi,Gloeoporus taxicola,,,
Great Smoky Mountains National Park,Fungi,Gyrophanopsis polonensis,,,
Great Smoky Mountains National Park,Fungi,Hydnophlebia chrysorhiza,,,
Great Smoky Mountains National Park,Fungi,Hyphoderma,,,
Great Smoky Mountains National Park,Fungi,Hyphoderma argillaceum,,,
Great Smoky Mountains National Park,Fungi,Hyphoderma leoninum,,,
Great Smoky Mountains National Park,Fungi,Hyphoderma litschaueri,,,
Great Smoky Mountains National Park,Fungi,Hyphoderma luridum,,,
Great Smoky Mountains National Park,Fungi,Hyphoderma pilosum,,,
Great Smoky Mountains National Park,Fungi,Hyphoderma setigerum,,,
Great Smoky Mountains National Park,Fungi,Hyphoderma utriculosum,,,
Great Smoky Mountains National Park,Fungi,Hypochnicium,,,
Great Smoky Mountains National Park,Fungi,Hypochnicium geogenium,,,
Great Smoky Mountains National Park,Fungi,Hypochnicium punctulatum,,,
Great Smoky Mountains National Park,Fungi,Irpex,,,
Great Smoky Mountains National Park,Fungi,Irpex vagus,,,
Great Smoky Mountains National Park,Fungi,Junghuhnia,,,
Great Smoky Mountains National Park,Fungi,Junghuhnia nitida,,,
Great Smoky Mountains National Park,Fungi,Loweomyces fractipes,,,
Great Smoky Mountains National Park,Fungi,Loweomyces subgiganteus,,,
Great Smoky Mountains National Park,Fungi,Merulius,,,
Great Smoky Mountains National Park,Fungi,Merulius tremellosus,,2,
Great Smoky Mountains National Park,Fungi,Metulodontia nivea,,,
Great Smoky Mountains National Park,Fungi,Mycoacia,,,
Great Smoky Mountains National Park,Fungi,Mycoacia aurea,,,
Great Smoky Mountains National Park,Fungi,Mycoacia fuscoatra,,,
Great Smoky Mountains National Park,Fungi,Mycoacia nothofagi,,,
Great Smoky Mountains National Park,Fungi,Mycoacia squalina,,,
Great Smoky Mountains National Park,Fungi,Mycoacia uda,,,
Great Smoky Mountains National Park,Fungi,Mycoleptodonoides pusilla,,,
Great Smoky Mountains National Park,Fungi,Odontia,,,
Great Smoky Mountains National Park,Fungi,Phlebia,,,
Great Smoky Mountains National Park,Fungi,Phlebia acerina,,,
Great Smoky Mountains National Park,Fungi,Phlebia lilascens,,,
Great Smoky Mountains National Park,Fungi,Phlebia livida,,,
Great Smoky Mountains National Park,Fungi,Phlebia radiata,,,
Great Smoky Mountains National Park,Fungi,Phlebia rufa,,1,
Great Smoky Mountains National Park,Fungi,Phlebia uda,,,
Great Smoky Mountains National Park,Fungi,Phlebia unica,,1,
Great Smoky Mountains National Park,Fungi,Podoscypha,,,
Great Smoky Mountains National Park,Fungi,Podoscypha aculeata,Polypore Fungus,3,
Great Smoky Mountains National Park,Fungi,Radulodon aneirinus,,,
Great Smoky Mountains National Park,Fungi,Sarcodontia pachyodon,Fungus,1,
Great Smoky Mountains National Park,Fungi,Scopuloides,,,
Great Smoky Mountains National Park,Fungi,Scopuloides hydnoides,,,
Great Smoky Mountains National Park,Fungi,Scopuloides rimosa,,2,
Great Smoky Mountains National Park,Fungi,Steccherinum,,,
Great Smoky Mountains National Park,Fungi,Steccherinum fimbriatum,,,
Great Smoky Mountains National Park,Fungi,Steccherinum laeticolor,,,
Great Smoky Mountains National Park,Fungi,Steccherinum subcrinale,,,
Great Smoky Mountains National Park,Fungi,Steccherinum tenue,,,
Great Smoky Mountains National Park,Fungi,Xanthoporus peckianus,,,
Great Smoky Mountains National Park,Fungi,Antrodiella semisupina,,,
Great Smoky Mountains National Park,Fungi,Byssomerulius incarnatus,,,
Great Smoky Mountains National Park,Fungi,Ceriporia reticulata,,,
Great Smoky Mountains National Park,Fungi,Ceriporiopsis,Pore Fungus,1,
Great Smoky Mountains National Park,Fungi,Ceriporiopsis gilvescens,,,
Great Smoky Mountains National Park,Fungi,Ceriporiopsis mucida,,,
Great Smoky Mountains National Park,Fungi,Phanerochaete sordida,,,
Great Smoky Mountains National Park,Fungi,Phlebiopsis gigantea,,,
Great Smoky Mountains National Park,Fungi,Rhizochaete americana,,,
Great Smoky Mountains National Park,Fungi,Rhizochaete radicata,,,
Great Smoky Mountains National Park,Fungi,Terana coerulea,,1,
Great Smoky Mountains National Park,Fungi,Ceriporia spissa,,1,
Great Smoky Mountains National Park,Fungi,Cerrena unicolor,Mossy Maze Polypore Fungus,,
Great Smoky Mountains National Park,Fungi,Cinereomyces lindbladii,,,
Great Smoky Mountains National Park,Fungi,Coriolus,,,
Great Smoky Mountains National Park,Fungi,Cryptoporus volvatus,,2,
Great Smoky Mountains National Park,Fungi,Daedaleopsis confragosa,,5,
Great Smoky Mountains National Park,Fungi,Daedaleopsis septentrionalis,,,
Great Smoky Mountains National Park,Fungi,Datronia mollis,,,
Great Smoky Mountains National Park,Fungi,Datronia scutellata,,,
Great Smoky Mountains National Park,Fungi,Dentocorticium sulphurellum,,,
Great Smoky Mountains National Park,Fungi,Diplomitoporus crustulinus,,,
Great Smoky Mountains National Park,Fungi,Diplomitoporus overholtsii,,,
Great Smoky Mountains National Park,Fungi,Fomes extensus,,,
Great Smoky Mountains National Park,Fungi,Fomes fomentarius,,7,
Great Smoky Mountains National Park,Fungi,Fomes fulvus,,,
Great Smoky Mountains National Park,Fungi,Fomes robustus,,,
Great Smoky Mountains National Park,Fungi,Fuscocerrena portoricensis,,1,
Great Smoky Mountains National Park,Fungi,Globifomes graveolens,,,
Great Smoky Mountains National Park,Fungi,Hapalopilus croceus,,1,
Great Smoky Mountains National Park,Fungi,Hapalopilus rutilans,,,
Great Smoky Mountains National Park,Fungi,Hexagonia tenuis,,,
Great Smoky Mountains National Park,Fungi,Laetiporus sulphureus,Chicken Of The Woods,11,
Great Smoky Mountains National Park,Fungi,Lentinus,,,
Great Smoky Mountains National Park,Fungi,Lentinus levis,,,
Great Smoky Mountains National Park,Fungi,Lentinus suavissimus,,,
Great Smoky Mountains National Park,Fungi,Lentinus tigrinus,,,
Great Smoky Mountains National Park,Fungi,Lenzites,,,
Great Smoky Mountains National Park,Fungi,Lenzites betulina,,2,
Great Smoky Mountains National Park,Fungi,Lopharia,,,
Great Smoky Mountains National Park,Fungi,Microporellus obovatus,,1,
Great Smoky Mountains National Park,Fungi,Neofavolus alveolaris,,3,
Great Smoky Mountains National Park,Fungi,Neolentinus adhaerens,,,
Great Smoky Mountains National Park,Fungi,Neolentinus lepideus,,,
Great Smoky Mountains National Park,Fungi,Nigroporus vinosus,,,
Great Smoky Mountains National Park,Fungi,Panus,,1,
Great Smoky Mountains National Park,Fungi,Panus conchatus,,,
Great Smoky Mountains National Park,Fungi,Panus hirtiformis,,,
Great Smoky Mountains National Park,Fungi,Panus rudis,,1,
Great Smoky Mountains National Park,Fungi,Panus strigosus,,,
Great Smoky Mountains National Park,Fungi,Perenniporia,,,
Great Smoky Mountains National Park,Fungi,Perenniporia amylodextrinoidea,,,
Great Smoky Mountains National Park,Fungi,Perenniporia medulla-panis,,,
Great Smoky Mountains National Park,Fungi,Perenniporia robiniophila,,,
Great Smoky Mountains National Park,Fungi,Perenniporia subacida,,1,
Great Smoky Mountains National Park,Fungi,Perenniporia tenuis,,,
Great Smoky Mountains National Park,Fungi,Perenniporia tepeitensis,,,
Great Smoky Mountains National Park,Fungi,Phaeolus schweinitzii,,3,
Great Smoky Mountains National Park,Fungi,Polyporus,,,
Great Smoky Mountains National Park,Fungi,Polyporus arcularius,,4,
Great Smoky Mountains National Park,Fungi,Polyporus badius,,1,
Great Smoky Mountains National Park,Fungi,Polyporus brumalis,,,
Great Smoky Mountains National Park,Fungi,Polyporus calkinsii,,,
Great Smoky Mountains National Park,Fungi,Polyporus craterellus,,1,
Great Smoky Mountains National Park,Fungi,Polyporus hirsutulus,,,
Great Smoky Mountains National Park,Fungi,Polyporus leptocephalus,,12,
Great Smoky Mountains National Park,Fungi,Polyporus melanopus,,,
Great Smoky Mountains National Park,Fungi,Polyporus pocula,,,
Great Smoky Mountains National Park,Fungi,Polyporus radicatus,,2,
Great Smoky Mountains National Park,Fungi,Polyporus squamosus,,,
Great Smoky Mountains National Park,Fungi,Polyporus tubaeformis,,1,
Great Smoky Mountains National Park,Fungi,Polyporus tuberaster,,,
Great Smoky Mountains National Park,Fungi,Polyporus umbellatus,,,
Great Smoky Mountains National Park,Fungi,Polyporus varius,Elegant Polypore,14,
Great Smoky Mountains National Park,Fungi,Poria conferta,,,
Great Smoky Mountains National Park,Fungi,Poria grandis,,,
Great Smoky Mountains National Park,Fungi,Poria humilis,,,
Great Smoky Mountains National Park,Fungi,Poria luteofibrata,,,
Great Smoky Mountains National Park,Fungi,Poria oleagina,,,
Great Smoky Mountains National Park,Fungi,Poronidulus conchifer,,,
Great Smoky Mountains National Park,Fungi,Pycnoporus sanguineus,,,
Great Smoky Mountains National Park,Fungi,Skeletocutis,,,
Great Smoky Mountains National Park,Fungi,Skeletocutis alutacea,,,
Great Smoky Mountains National Park,Fungi,Skeletocutis amorpha,,,
Great Smoky Mountains National Park,Fungi,Skeletocutis nivea,,1,
Great Smoky Mountains National Park,Fungi,Skeletocutis stellae,,,
Great Smoky Mountains National Park,Fungi,Skeletocutis subincarnata,,,
Great Smoky Mountains National Park,Fungi,Spongipellis,,,
Great Smoky Mountains National Park,Fungi,Trametes,,2,
Great Smoky Mountains National Park,Fungi,Trametes cinnabarina,,2,
Great Smoky Mountains National Park,Fungi,Trametes elegans,,11,
Great Smoky Mountains National Park,Fungi,Trametes gibbosa,,,
Great Smoky Mountains National Park,Fungi,Trametes hirsuta,,,
Great Smoky Mountains National Park,Fungi,Trametes ochracea,,1,
Great Smoky Mountains National Park,Fungi,Trametes pubescens,,5,
Great Smoky Mountains National Park,Fungi,Trametes trogii,,,
Great Smoky Mountains National Park,Fungi,Trametes versicolor,Turkey Tail,30,
Great Smoky Mountains National Park,Fungi,Trametopsis cervina,,1,
Great Smoky Mountains National Park,Fungi,Trichaptum,,,
Great Smoky Mountains National Park,Fungi,Truncospora ohiensis,,2,
Great Smoky Mountains National Park,Fungi,Tyromyces,,,
Great Smoky Mountains National Park,Fungi,Tyromyces balsameus,,,
Great Smoky Mountains National Park,Fungi,Tyromyces chioneus,,16,
Great Smoky Mountains National Park,Fungi,Tyromyces fumidiceps,,,
Great Smoky Mountains National Park,Fungi,Tyromyces galactinus,,3,
Great Smoky Mountains National Park,Fungi,Tyromyces immitis,,,
Great Smoky Mountains National Park,Fungi,Tyromyces lacteus,,,
Great Smoky Mountains National Park,Fungi,Yuchengia narymica,,,
Great Smoky Mountains National Park,Fungi,Sparassis,,,
Great Smoky Mountains National Park,Fungi,Sparassis crispa,,3,
Great Smoky Mountains National Park,Fungi,Irpex lacteus,Plant Pathogenic Polypore Fungus,3,
Great Smoky Mountains National Park,Fungi,Mycorrhaphium adustum,,13,
Great Smoky Mountains National Park,Fungi,Steccherinum ochraceum,,,
Great Smoky Mountains National Park,Fungi,Xenasma praeteritum,,,
Great Smoky Mountains National Park,Fungi,Xenasma pulverulentum,,2,
Great Smoky Mountains National Park,Fungi,Xenasma tulasnelloideum,,,
Great Smoky Mountains National Park,Fungi,Xenasmatella ardosiaca,,,
Great Smoky Mountains National Park,Fungi,Xenasmatella vaga,,,
Great Smoky Mountains National Park,Fungi,Aecidium,,,
Great Smoky Mountains National Park,Fungi,Aplopsora dicentrae,,,
Great Smoky Mountains National Park,Fungi,Chrysomyxa roanensis,,,
Great Smoky Mountains National Park,Fungi,Chrysomyxa weirii,,,
Great Smoky Mountains National Park,Fungi,Coleosporium asterum,,,
Great Smoky Mountains National Park,Fungi,Coleosporium carneum,,,
Great Smoky Mountains National Park,Fungi,Coleosporium elephantopi,,,
Great Smoky Mountains National Park,Fungi,Coleosporium helianthi,,,
Great Smoky Mountains National Park,Fungi,Coleosporium inconspicuum,,,
Great Smoky Mountains National Park,Fungi,Coleosporium tussilaginis,,,
Great Smoky Mountains National Park,Fungi,Coleosporium vernoniae,,,
Great Smoky Mountains National Park,Fungi,Gallowaya pinicola,,,
Great Smoky Mountains National Park,Fungi,Cronartium quercum,,,
Great Smoky Mountains National Park,Fungi,Cronartium quercuum,,,
Great Smoky Mountains National Park,Fungi,Peridermium,,,
Great Smoky Mountains National Park,Fungi,Frommeëlla tormentillae,,,
Great Smoky Mountains National Park,Fungi,Gymnoconia nitens,,,
Great Smoky Mountains National Park,Fungi,Kuehneola uredinis,,,
Great Smoky Mountains National Park,Fungi,Phragmidium americanum,,,
Great Smoky Mountains National Park,Fungi,Pileolaria toxicodendri,,,
Great Smoky Mountains National Park,Fungi,Gymnosporangium clavipes,,,
Great Smoky Mountains National Park,Fungi,Gymnosporangium globosum,,,
Great Smoky Mountains National Park,Fungi,Gymnosporangium juniperi-virginianae,,,
Great Smoky Mountains National Park,Fungi,Gymnosporangium nidus-avis,,,
Great Smoky Mountains National Park,Fungi,Puccinia andropogonis var. gerardiae,,,
Great Smoky Mountains National Park,Fungi,Puccinia argentata,,,
Great Smoky Mountains National Park,Fungi,Puccinia atropuncta,,,
Great Smoky Mountains National Park,Fungi,Puccinia bolleyana,,,
Great Smoky Mountains National Park,Fungi,Puccinia caricina,,,
Great Smoky Mountains National Park,Fungi,Puccinia caricis,,,
Great Smoky Mountains National Park,Fungi,Puccinia caricis var. grossulariata,,,
Great Smoky Mountains National Park,Fungi,Puccinia circaeae,,,
Great Smoky Mountains National Park,Fungi,Puccinia coronata,Crown Rust Of Oats,,
Great Smoky Mountains National Park,Fungi,Puccinia cyperi,,,
Great Smoky Mountains National Park,Fungi,Puccinia dioicae,,,
Great Smoky Mountains National Park,Fungi,Puccinia eatoniae,,,
Great Smoky Mountains National Park,Fungi,Puccinia ellisiana,,,
Great Smoky Mountains National Park,Fungi,Puccinia extensicola var. oenotherae,,,
Great Smoky Mountains National Park,Fungi,Puccinia gentianae,,,
Great Smoky Mountains National Park,Fungi,Puccinia graminis var. phlei-pratensis,,,
Great Smoky Mountains National Park,Fungi,Puccinia helianthi,,,
Great Smoky Mountains National Park,Fungi,Puccinia heucherae,,,
Great Smoky Mountains National Park,Fungi,Puccinia hieracii,,,
Great Smoky Mountains National Park,Fungi,Puccinia investita,,,
Great Smoky Mountains National Park,Fungi,Puccinia marylandica,,,
Great Smoky Mountains National Park,Fungi,Puccinia menthae,,,
Great Smoky Mountains National Park,Fungi,Puccinia mesomajalis,,,
Great Smoky Mountains National Park,Fungi,Puccinia pimpinellae,,,
Great Smoky Mountains National Park,Fungi,Puccinia podophylli,,1,
Great Smoky Mountains National Park,Fungi,Puccinia polygoni-amphibii,,,
Great Smoky Mountains National Park,Fungi,Puccinia rubigo-vera,,,
Great Smoky Mountains National Park,Fungi,Puccinia rubigo-vera var. impatientis,,,
Great Smoky Mountains National Park,Fungi,Puccinia silphii,,,
Great Smoky Mountains National Park,Fungi,Puccinia smilacis,,,
Great Smoky Mountains National Park,Fungi,Puccinia tenuis,,,
Great Smoky Mountains National Park,Fungi,Puccinia uniporula uniporula,,,
Great Smoky Mountains National Park,Fungi,Puccinia verbesinae,,,
Great Smoky Mountains National Park,Fungi,Puccinia vernoniae,,,
Great Smoky Mountains National Park,Fungi,Puccinia violae,,,
Great Smoky Mountains National Park,Fungi,Uromyces andropogonis,,,
Great Smoky Mountains National Park,Fungi,Uromyces caladii,,,
Great Smoky Mountains National Park,Fungi,Uromyces holwayi,,,
Great Smoky Mountains National Park,Fungi,Uromyces houstoniatus,,,
Great Smoky Mountains National Park,Fungi,Uromyces silphii,,,
Great Smoky Mountains National Park,Fungi,Uromyces spermacoces,,,
Great Smoky Mountains National Park,Fungi,Milesia marginalis,,,
Great Smoky Mountains National Park,Fungi,Milesia virginiensis,,,
Great Smoky Mountains National Park,Fungi,Pucciniastrum agrimoniae,,,
Great Smoky Mountains National Park,Fungi,Pucciniastrum americanum,,,
Great Smoky Mountains National Park,Fungi,Pucciniastrum epilobii,,,
Great Smoky Mountains National Park,Fungi,Pucciniastrum hydrangeae,,,
Great Smoky Mountains National Park,Fungi,Pucciniastrum pyrolae,,,
Great Smoky Mountains National Park,Fungi,Uredinopsis americana,,,
Great Smoky Mountains National Park,Fungi,Uredinopsis macrosperma,,,
Great Smoky Mountains National Park,Fungi,Tranzschelia arthurii,,,
Great Smoky Mountains National Park,Fungi,Tranzschelia pruni-spinosae,,,
Great Smoky Mountains National Park,Fungi,Uropyxis amorphae,,,
Great Smoky Mountains National Park,Fungi,Decaisnella peniophora,,,
Great Smoky Mountains National Park,Fungi,Decaisnella thyridioides,,,
Great Smoky Mountains National Park,Fungi,Navicella pileata,,,
Great Smoky Mountains National Park,Fungi,Acrocordia megalospora,Acrocordia Lichen,,
Great Smoky Mountains National Park,Fungi,Anisomeridium,Anisomeridium,,
Great Smoky Mountains National Park,Fungi,Anisomeridium biforme,,,
Great Smoky Mountains National Park,Fungi,Anisomeridium carinthiacum,,,
Great Smoky Mountains National Park,Fungi,Anisomeridium distans,,,
Great Smoky Mountains National Park,Fungi,Anisomeridium polypori,,,
Great Smoky Mountains National Park,Fungi,Anisomeridium subprostance,,,
Great Smoky Mountains National Park,Fungi,Anthracothecium staurosporum,,,
Great Smoky Mountains National Park,Fungi,Distopyrenis americana,,,
Great Smoky Mountains National Park,Fungi,Lithothelium,Lithothelium,,
Great Smoky Mountains National Park,Fungi,Lithothelium hyalosporum,,,
Great Smoky Mountains National Park,Fungi,Lithothelium hylosporum,,,
Great Smoky Mountains National Park,Fungi,Lithothelium phaeosporum,,,
Great Smoky Mountains National Park,Fungi,Pyrenula,,,
Great Smoky Mountains National Park,Fungi,Pyrenula citriformis,Wart Lichen,,
Great Smoky Mountains National Park,Fungi,Pyrenula concatervans,,,
Great Smoky Mountains National Park,Fungi,Pyrenula confoederata,Wart Lichen,,
Great Smoky Mountains National Park,Fungi,Pyrenula leucostoma,,,
Great Smoky Mountains National Park,Fungi,Pyrenula macounii,Macoun'S Wart Lichen,,
Great Smoky Mountains National Park,Fungi,Pyrenula pseudobufonia,Lichen,,
Great Smoky Mountains National Park,Fungi,Pyrenula punctella,Lichen,,
Great Smoky Mountains National Park,Fungi,Pyrenula ravenelii,Ravenel'S Wart Lichen,,
Great Smoky Mountains National Park,Fungi,Pyrenula santensis,Wart Lichen,,
Great Smoky Mountains National Park,Fungi,Pyrenula shirabeicola,,,
Great Smoky Mountains National Park,Fungi,Pyrenula subelliptica,Wart Lichen,,
Great Smoky Mountains National Park,Fungi,Requienella subcollapsa,,,
Great Smoky Mountains National Park,Fungi,Catillaria lenticularis,,,
Great Smoky Mountains National Park,Fungi,Catillaria nigroclavata,,,
Great Smoky Mountains National Park,Fungi,Catillaria stereocaulorum,Lichen,,
Great Smoky Mountains National Park,Fungi,Halecania,,,
Great Smoky Mountains National Park,Fungi,Halecania pepegospora,Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon,,1,
Great Smoky Mountains National Park,Fungi,Rhizocarpon badioatrum,Map Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon cinereovirens,Map Lichen,2,
Great Smoky Mountains National Park,Fungi,Rhizocarpon eupetraeum,Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon expallescens,Map Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon geographicum,Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon grande,Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon infernulum,,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon lecanorium,,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon obscuratum,Obscure Map Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon oederi,Oeder'S Map Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon plicatile,Map Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon reductum,,1,
Great Smoky Mountains National Park,Fungi,Rhizocarpon rubescens,,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon subgeminatum,Map Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizocarpon submodestum,Map Lichen,,
Great Smoky Mountains National Park,Fungi,Rhizophlyctis,,,
Great Smoky Mountains National Park,Fungi,Rhizophydium sphaerotheca,,,
Great Smoky Mountains National Park,Fungi,Terramyces subangulosum,,,
Great Smoky Mountains National Park,Fungi,Cryptomyces pteridis,,,
Great Smoky Mountains National Park,Fungi,Cudonia,,,
Great Smoky Mountains National Park,Fungi,Cudonia circinans,,,
Great Smoky Mountains National Park,Fungi,Cudonia lutea,,1,
Great Smoky Mountains National Park,Fungi,Spathularia,,,
Great Smoky Mountains National Park,Fungi,Spathularia flavida,,1,
Great Smoky Mountains National Park,Fungi,Spathulariopsis velutipes,,4,
Great Smoky Mountains National Park,Fungi,Coccomyces dentatus,,,
Great Smoky Mountains National Park,Fungi,Colpoma morbidum,,,
Great Smoky Mountains National Park,Fungi,Hypoderma commune,,,
Great Smoky Mountains National Park,Fungi,Isthmiella faullii,,,
Great Smoky Mountains National Park,Fungi,Leptostroma actaeae,,,
Great Smoky Mountains National Park,Fungi,Lophodermium caricinum,,,
Great Smoky Mountains National Park,Fungi,Lophodermium petiolicola,,,
Great Smoky Mountains National Park,Fungi,Lophodermium pinastri,,,
Great Smoky Mountains National Park,Fungi,Ploioderma hedgcockii,,,
Great Smoky Mountains National Park,Fungi,Ploioderma lethale,,,
Great Smoky Mountains National Park,Fungi,Rhytisma decolorans,,,
Great Smoky Mountains National Park,Fungi,Rhytisma punctatum,,1,
Great Smoky Mountains National Park,Fungi,Rhytisma salicinum,,,
Great Smoky Mountains National Park,Fungi,Rhytisma vaccinii,,,
Great Smoky Mountains National Park,Fungi,Dentipellis ohiensis,,3,
Great Smoky Mountains National Park,Fungi,Gloeohypochnicium analogum,,,
Great Smoky Mountains National Park,Fungi,Neoalbatrellus caeruleoporus,,,
Great Smoky Mountains National Park,Fungi,Polyporoletus sublividus,,,
Great Smoky Mountains National Park,Fungi,Scutiger pes-caprae,Albatrellus Mushroom,1,
Great Smoky Mountains National Park,Fungi,Amylostereum areolatum,,,
Great Smoky Mountains National Park,Fungi,Amylostereum brevisetum,,,
Great Smoky Mountains National Park,Fungi,Amylostereum chailletii,,,
Great Smoky Mountains National Park,Fungi,Artomyces,,,
Great Smoky Mountains National Park,Fungi,Artomyces carolinensis,,,
