Park Name,Category,Scientific Name,Common Names,Observations,T&E
Great Smoky Mountains National Park,Insect,Tachyta parvicornis,,,
Great Smoky Mountains National Park,Insect,Trechus,,37,
Great Smoky Mountains National Park,Insect,Trechus (Microtrechus) pisgahensis,,21,
Great Smoky Mountains National Park,Insect,Trechus aduncus,,,
Great Smoky Mountains National Park,Insect,Trechus barberi,,,
Great Smoky Mountains National Park,Insect,Trechus bowlingi,Bowling Ground Beetle,,
Great Smoky Mountains National Park,Insect,Trechus clingmanensis,,,
Great Smoky Mountains National Park,Insect,Trechus luculentus,,,
Great Smoky Mountains National Park,Insect,Trechus luculentus luculentus,A Ground Beetle,,
Great Smoky Mountains National Park,Insect,Trechus nebulosus,,,
Great Smoky Mountains National Park,Insect,Trechus novaculosus,A Ground Beetle,,
Great Smoky Mountains National Park,Insect,Trechus pseudonovaculosus,,,
Great Smoky Mountains National Park,Insect,Trechus ramseyensis,,,
Great Smoky Mountains National Park,Insect,Trechus rosenbergi,A Ground Beetle,,
Great Smoky Mountains National Park,Insect,Trechus satanicus,A Ground Beetle,,
Great Smoky Mountains National Park,Insect,Trechus schwarzi,,,
Great Smoky Mountains National Park,Insect,Trechus stefanschoedli,,,
Great Smoky Mountains National Park,Insect,Trechus subtilis,A Ground Beetle,,
Great Smoky Mountains National Park,Insect,Trechus tennesseensis tauricus,,,
Great Smoky Mountains National Park,Insect,Trechus thunderheadensis,,,
Great Smoky Mountains National Park,Insect,Trechus tuckaleechee,,,
Great Smoky Mountains National Park,Insect,Trechus uncifer,,,
Great Smoky Mountains National Park,Insect,Trechus valentinei,,,
Great Smoky Mountains National Park,Insect,Trechus vandykei,,,
Great Smoky Mountains National Park,Insect,Trechus verus,,,
Great Smoky Mountains National Park,Insect,Trichotichnus autumnalis,,1,
Great Smoky Mountains National Park,Insect,Trichotichnus dichrous,,,
Great Smoky Mountains National Park,Insect,Trichotichnus fulgens,,,
Great Smoky Mountains National Park,Insect,Trichotichnus vulpeculus,,,
Great Smoky Mountains National Park,Insect,Acanthocinus nodosus,,,
Great Smoky Mountains National Park,Insect,Acanthocinus obsoletus,,,
Great Smoky Mountains National Park,Insect,Acanthocinus pusillus,,,
Great Smoky Mountains National Park,Insect,Aegomorphus modestus,,5,
Great Smoky Mountains National Park,Insect,Aegomorphus quadrigibbus,,2,
Great Smoky Mountains National Park,Insect,Analeptura lineola,Streaked Flower Longhorn Beetle,26,
Great Smoky Mountains National Park,Insect,Aneflomorpha subpubescens,Oak Stem Borer,,
Great Smoky Mountains National Park,Insect,Anelaphus parallelus,Hickory Twig Pruner,,
Great Smoky Mountains National Park,Insect,Anelaphus villosus,Twig Pruner,,
Great Smoky Mountains National Park,Insect,Anoplodera canadensis,,,
Great Smoky Mountains National Park,Insect,Anoplodera cordifera,,,
Great Smoky Mountains National Park,Insect,Anoplodera pubera,,1,
Great Smoky Mountains National Park,Insect,Anoplodera rubrica,Long-Horned Beetle,,
Great Smoky Mountains National Park,Insect,Anoplodera vittata,,,
Great Smoky Mountains National Park,Insect,Anthophylax attenuatus,Mottled Longed Beetle,,
Great Smoky Mountains National Park,Insect,Anthophylax cyanea,,,
Great Smoky Mountains National Park,Insect,Anthophylax cyaneus,,,
Great Smoky Mountains National Park,Insect,Anthophylax hoffmani,,,
Great Smoky Mountains National Park,Insect,Anthophylax viridis,,,
Great Smoky Mountains National Park,Insect,Archodontes melanopus,,,
Great Smoky Mountains National Park,Insect,Arhopalus foveicollis,,,
Great Smoky Mountains National Park,Insect,Arhopalus rusticus obsoletus,,,
Great Smoky Mountains National Park,Insect,Asemum australe,,,
Great Smoky Mountains National Park,Insect,Asemum striatum,Opaque Sawyer,,
Great Smoky Mountains National Park,Insect,Astylopsis collaris,,,
Great Smoky Mountains National Park,Insect,Astylopsis macula,,5,
Great Smoky Mountains National Park,Insect,Astylopsis sexguttata,,,
Great Smoky Mountains National Park,Insect,Atimia,,,
Great Smoky Mountains National Park,Insect,Atimia confusa,,,
Great Smoky Mountains National Park,Insect,Batyle,,,
Great Smoky Mountains National Park,Insect,Batyle suturalis,,,
Great Smoky Mountains National Park,Insect,Bellamira scalaris,,4,
Great Smoky Mountains National Park,Insect,Brachyleptura champlaini,,,
Great Smoky Mountains National Park,Insect,Brachyleptura circumdata,,,
Great Smoky Mountains National Park,Insect,Brachyleptura rubrica,,,
Great Smoky Mountains National Park,Insect,Brachyleptura vagans,,,
Great Smoky Mountains National Park,Insect,Brachysomida bivittata,,,
Great Smoky Mountains National Park,Insect,Centrodera decolorata,,,
Great Smoky Mountains National Park,Insect,Charisalia americana,,,
Great Smoky Mountains National Park,Insect,Clytus marginicollis,,,
Great Smoky Mountains National Park,Insect,Clytus ruricola,,3,
Great Smoky Mountains National Park,Insect,Curius dentatus,,,
Great Smoky Mountains National Park,Insect,Cyrtophorus verrucosus,,2,
Great Smoky Mountains National Park,Insect,Dectes sayi,,,
Great Smoky Mountains National Park,Insect,Dectes spinosus,,,
Great Smoky Mountains National Park,Insect,Derobrachus brunneus,Long-Horned Beetle,,
Great Smoky Mountains National Park,Insect,Desmocerus palliatus,Elder Borer,1,
Great Smoky Mountains National Park,Insect,Distenia undata,,,
Great Smoky Mountains National Park,Insect,Dorcaschema alternatum,Small Mulberry Borer,,
Great Smoky Mountains National Park,Insect,Dorcaschema cinereum,,,
Great Smoky Mountains National Park,Insect,Dorcaschema nigrum,,,
Great Smoky Mountains National Park,Insect,Eburia quadrigeminata,,,
Great Smoky Mountains National Park,Insect,Ecyrus dasycerus,,,
Great Smoky Mountains National Park,Insect,Ecyrus dasycerus dasycerus,,,
Great Smoky Mountains National Park,Insect,Elaphidion mucronatum,,4,
Great Smoky Mountains National Park,Insect,Elaphidion pilosum,,,
Great Smoky Mountains National Park,Insect,Enaphalodes atomarius,,,
Great Smoky Mountains National Park,Insect,Enaphalodes rufulus,Red Oak Borer,,
Great Smoky Mountains National Park,Insect,Encyclops,,,
Great Smoky Mountains National Park,Insect,Encyclops caerulea,,,
Great Smoky Mountains National Park,Insect,Euderces picipes,,,
Great Smoky Mountains National Park,Insect,Euderces picipes picipes,,,
Great Smoky Mountains National Park,Insect,Euderces pini,,,
Great Smoky Mountains National Park,Insect,Euderces reichei,,,
Great Smoky Mountains National Park,Insect,Eupogonius pauper,,27,
Great Smoky Mountains National Park,Insect,Eupogonius subarmatus,,,
Great Smoky Mountains National Park,Insect,Eutrichillus biguttatus,,,
Great Smoky Mountains National Park,Insect,Evodinus monticola,Flower Longhorn Beetle,,
Great Smoky Mountains National Park,Insect,Evodinus monticola monticola,,,
Great Smoky Mountains National Park,Insect,Gaurotes cyanipennis,,1,
Great Smoky Mountains National Park,Insect,Gaurotes thoracica,,,
Great Smoky Mountains National Park,Insect,Glycobius speciosus,Sugar Maple Borer,,
Great Smoky Mountains National Park,Insect,Goes,,,
Great Smoky Mountains National Park,Insect,Goes debilis,Oak Branch Borer,,
Great Smoky Mountains National Park,Insect,Goes tigrinus,White Oak Borer,,
Great Smoky Mountains National Park,Insect,Grammoptera exigua,,1,
Great Smoky Mountains National Park,Insect,Grammoptera filicornis,,,
Great Smoky Mountains National Park,Insect,Grammoptera haematites,,,
Great Smoky Mountains National Park,Insect,Grammoptera subargentata,,,
Great Smoky Mountains National Park,Insect,Heterachthes quadrimaculatus,Four-Spotted Hickory Borer,,
Great Smoky Mountains National Park,Insect,Hippopsis lemniscata,,,
Great Smoky Mountains National Park,Insect,Hylotrupes bajulus,Old House Borer,,
Great Smoky Mountains National Park,Insect,Hyperplatys aspersa,,2,
Great Smoky Mountains National Park,Insect,Hyperplatys maculata,,,
Great Smoky Mountains National Park,Insect,Idiopidonia pedalis,,,
Great Smoky Mountains National Park,Insect,Judolia cordifera,,,
Great Smoky Mountains National Park,Insect,Judolia instabilis,,,
Great Smoky Mountains National Park,Insect,Leptorhabdium pictum,,4,
Great Smoky Mountains National Park,Insect,Leptorhabdium pictus,,,
Great Smoky Mountains National Park,Insect,Leptostylus,,,
Great Smoky Mountains National Park,Insect,Leptostylus asperatus,,,
Great Smoky Mountains National Park,Insect,Leptostylus transversus,,14,
Great Smoky Mountains National Park,Insect,Leptura abdominalis,,,
Great Smoky Mountains National Park,Insect,Leptura emarginata,,,
Great Smoky Mountains National Park,Insect,Leptura lineola,,,
Great Smoky Mountains National Park,Insect,Leptura obliterata,,,
Great Smoky Mountains National Park,Insect,Leptura plebeja,,,
Great Smoky Mountains National Park,Insect,Leptura subhamata,,,
Great Smoky Mountains National Park,Insect,Lepturges confluens,,1,
Great Smoky Mountains National Park,Insect,Lepturges singularis,,,
Great Smoky Mountains National Park,Insect,Lepturges symmetricus,,,
Great Smoky Mountains National Park,Insect,Lepturopsis biforis,,,
Great Smoky Mountains National Park,Insect,Liopinus alpha,,,
Great Smoky Mountains National Park,Insect,Liopinus punctatus,,,
Great Smoky Mountains National Park,Insect,Mallodon dasytomus,,,
Great Smoky Mountains National Park,Insect,Mecas pergrata,,,
Great Smoky Mountains National Park,Insect,Megacyllene caryae,Painted Hickory Borer,,
Great Smoky Mountains National Park,Insect,Megacyllene robiniae,Locust Borer,,
Great Smoky Mountains National Park,Insect,Metacmaeops vittata,,2,
Great Smoky Mountains National Park,Insect,Michthisoma heterodoxum,,,
Great Smoky Mountains National Park,Insect,Michthisoma heterodoxus,,,
Great Smoky Mountains National Park,Insect,Microgoes oculatus,,32,
Great Smoky Mountains National Park,Insect,Molorchus bimaculatus,,,
Great Smoky Mountains National Park,Insect,Molorchus bimaculatus bimaculatus,,4,
Great Smoky Mountains National Park,Insect,Monochamus carolinensis,,,
Great Smoky Mountains National Park,Insect,Monochamus marmorator,Balsam Fir Sawyer,,
Great Smoky Mountains National Park,Insect,Monochamus notatus,Northeastern Sawyer,,
Great Smoky Mountains National Park,Insect,Monochamus scutellatus,Whitespotted Sawyer,,
Great Smoky Mountains National Park,Insect,Monochamus titillator,Southern Pine Sawyer,,
Great Smoky Mountains National Park,Insect,Neandra brunnea,Pole Borer,5,
Great Smoky Mountains National Park,Insect,Neoalosterna capitata,,,
Great Smoky Mountains National Park,Insect,Neoclytus acuminatus,Redheaded Ash Borer,,
Great Smoky Mountains National Park,Insect,Neoclytus acuminatus acuminatus,Redheaded Ash Borer,1,
Great Smoky Mountains National Park,Insect,Neoclytus scutellaris,,,
Great Smoky Mountains National Park,Insect,Oberea affinis,,,
Great Smoky Mountains National Park,Insect,Oberea basalis,,,
Great Smoky Mountains National Park,Insect,Oberea bimaculata,Raspberry Cane Borer,,
Great Smoky Mountains National Park,Insect,Oberea deficiens,,,
Great Smoky Mountains National Park,Insect,Oberea gracilis,Oak Sprout Oberea,,
Great Smoky Mountains National Park,Insect,Oberea mandarina,,,
Great Smoky Mountains National Park,Insect,Oberea myops,,,
Great Smoky Mountains National Park,Insect,Oberea pallida,,,
Great Smoky Mountains National Park,Insect,Oberea perspicillata,Raspberry Cane Borer,,
Great Smoky Mountains National Park,Insect,Oberea praelonga,,,
Great Smoky Mountains National Park,Insect,Oberea ruficollis,Sassafras Borer,,
Great Smoky Mountains National Park,Insect,Oberea tripunctata,Dogwood Twig Borer,,
Great Smoky Mountains National Park,Insect,Obrium maculatum,,,
Great Smoky Mountains National Park,Insect,Obrium rubidum,,,
Great Smoky Mountains National Park,Insect,Oncideres cingulata,Twig Girdler,,
Great Smoky Mountains National Park,Insect,Oncideres cingulata cingulata,Twig Girdler,,
Great Smoky Mountains National Park,Insect,Oplosia nubila,,7,
Great Smoky Mountains National Park,Insect,Orthosoma brunneum,,,
Great Smoky Mountains National Park,Insect,Parandra brunnea,,,
Great Smoky Mountains National Park,Insect,Parelaphidion incertum,Mulberry Bark Borer,,
Great Smoky Mountains National Park,Insect,Phymatodes aereus,,,
Great Smoky Mountains National Park,Insect,Phymatodes amoenus,,,
Great Smoky Mountains National Park,Insect,Phymatodes varius,,,
Great Smoky Mountains National Park,Insect,Pidonia aurata,,,
Great Smoky Mountains National Park,Insect,Pidonia densicollis,,,
Great Smoky Mountains National Park,Insect,Pidonia quadrata,,,
Great Smoky Mountains National Park,Insect,Pidonia ruficollis,,3,
Great Smoky Mountains National Park,Insect,Pidonia vibex,,,
Great Smoky Mountains National Park,Insect,Pogonocherus,,,
Great Smoky Mountains National Park,Insect,Pogonocherus mixtus,,,
Great Smoky Mountains National Park,Insect,Prionus,Stag Beetle,,
Great Smoky Mountains National Park,Insect,Prionus imbricornis,Tilehorned Prionus,,
Great Smoky Mountains National Park,Insect,Prionus laticollis,Broad Necked Root Borer,,
Great Smoky Mountains National Park,Insect,Prionus pocularis,,,
Great Smoky Mountains National Park,Insect,Psenocerus supernotatus,,,
Great Smoky Mountains National Park,Insect,Purpuricenus axillaris,White Oak Branch Girdler,,
Great Smoky Mountains National Park,Insect,Purpuricenus humeralis,,1,
Great Smoky Mountains National Park,Insect,Purpuricenus paraxillaris,,,
Great Smoky Mountains National Park,Insect,Rhagium inquisitor,Ribbed Pine Borer,,
Great Smoky Mountains National Park,Insect,Saperda candida,Roundheaded Appletree Borer,,
Great Smoky Mountains National Park,Insect,Saperda discoidea,Hickory Saperda,,
Great Smoky Mountains National Park,Insect,Saperda imitans,,,
Great Smoky Mountains National Park,Insect,Saperda lateralis,Red-Edged Saperda,,
Great Smoky Mountains National Park,Insect,Saperda obliqua,Alder Borer,,
Great Smoky Mountains National Park,Insect,Saperda puncticollis,Woodbine Borer,,
Great Smoky Mountains National Park,Insect,Saperda tridentata,Elm Borer,,
Great Smoky Mountains National Park,Insect,Saperda vestita,Linden Borer,1,
Great Smoky Mountains National Park,Insect,Sarosesthes fulminans,,,
Great Smoky Mountains National Park,Insect,Smodicum cucujiforme,,,
Great Smoky Mountains National Park,Insect,Stenelytrana emarginata,,,
Great Smoky Mountains National Park,Insect,Stenocorus cinnamopterus,,,
Great Smoky Mountains National Park,Insect,Stenocorus schaumi,,,
Great Smoky Mountains National Park,Insect,Stenocorus vittiger,,,
Great Smoky Mountains National Park,Insect,Stenodontes dasytomus,,,
Great Smoky Mountains National Park,Insect,Stenosphenus notatus,,,
Great Smoky Mountains National Park,Insect,Sternidius variegatus,,,
Great Smoky Mountains National Park,Insect,Stictoleptura canadensis,Redshouldered Pine Borer,1,
Great Smoky Mountains National Park,Insect,Stictoleptura canadensis canadensis,,,
Great Smoky Mountains National Park,Insect,Strangalepta abbreviata,,3,
Great Smoky Mountains National Park,Insect,Strangalepta pubera,,,
Great Smoky Mountains National Park,Insect,Strangalepta vittata,,,
Great Smoky Mountains National Park,Insect,Strangalia acuminata,,,
Great Smoky Mountains National Park,Insect,Strangalia bicolor,,,
Great Smoky Mountains National Park,Insect,Strangalia famelica solitaria,,,
Great Smoky Mountains National Park,Insect,Strangalia luteicornis,,2,
Great Smoky Mountains National Park,Insect,Strophiona nitens,Chestnut Bark Borer,,
Great Smoky Mountains National Park,Insect,Tessaropa tenuipes,,,
Great Smoky Mountains National Park,Insect,Tetraopes,,,
Great Smoky Mountains National Park,Insect,Tetraopes tetrophthalmus,Red Milkweed Beetle,,
Great Smoky Mountains National Park,Insect,Tetropium cinnamopterum,,,
Great Smoky Mountains National Park,Insect,Tetropium schwarzianum,,,
Great Smoky Mountains National Park,Insect,Tilloclytus geminatus,,,
Great Smoky Mountains National Park,Insect,Trachysida mutabilis,,57,
Great Smoky Mountains National Park,Insect,Tragosoma depsarium,,1,
Great Smoky Mountains National Park,Insect,Trigonarthris minnesotana,,,
Great Smoky Mountains National Park,Insect,Trigonarthris proxima,,,
Great Smoky Mountains National Park,Insect,Typocerus acuticauda,,,
Great Smoky Mountains National Park,Insect,Typocerus deceptus,,,
Great Smoky Mountains National Park,Insect,Typocerus lugubris,,,
Great Smoky Mountains National Park,Insect,Typocerus lunulatus,,,
Great Smoky Mountains National Park,Insect,Typocerus octonotatus,,,
Great Smoky Mountains National Park,Insect,Typocerus velutinus,,5,
Great Smoky Mountains National Park,Insect,Typocerus velutinus velutinus,,,
Great Smoky Mountains National Park,Insect,Typocerus zebra,,,
Great Smoky Mountains National Park,Insect,Urgleptes facetus,,,
Great Smoky Mountains National Park,Insect,Urgleptes foveatocollis,,1,
Great Smoky Mountains National Park,Insect,Urgleptes querci,,3,
Great Smoky Mountains National Park,Insect,Urgleptes signatus,,,
Great Smoky Mountains National Park,Insect,Urographis despectus,,,
Great Smoky Mountains National Park,Insect,Urographis fasciatus,,13,
Great Smoky Mountains National Park,Insect,Xestoleptura octonotata,,,
Great Smoky Mountains National Park,Insect,Xylotrechus colonus,Rustic Borer,,
Great Smoky Mountains National Park,Insect,Xylotrechus integer,,,
Great Smoky Mountains National Park,Insect,Xylotrechus nitidus,,1,
Great Smoky Mountains National Park,Insect,Xylotrechus quadrimaculatus,Birch And Beech Girdler,,
Great Smoky Mountains National Park,Insect,Xylotrechus sagittatus,,,
Great Smoky Mountains National Park,Insect,Xylotrechus sagittatus sagittatus,,,
Great Smoky Mountains National Park,Insect,Cerophytum pulsator,,,
Great Smoky Mountains National Park,Insect,Cerylon castaneum,,12,
Great Smoky Mountains National Park,Insect,Cerylon unicolor,,1,
Great Smoky Mountains National Park,Insect,Mychocerus depressus,,,
Great Smoky Mountains National Park,Insect,Mychocerus striatus,,263,
Great Smoky Mountains National Park,Insect,Philothermus,,,
Great Smoky Mountains National Park,Insect,Philothermus glabriculus,,45,
Great Smoky Mountains National Park,Insect,Philothermus stephani,Moth Fly,4,
Great Smoky Mountains National Park,Insect,Euphoria sepulcralis,,,
Great Smoky Mountains National Park,Insect,Euphoria sepulcralis ssp. leucographa,,,
Great Smoky Mountains National Park,Insect,Euphoria sepulcralis ssp. nitens,,,
Great Smoky Mountains National Park,Insect,Euphoria sepulcralis ssp. rufina,,,
Great Smoky Mountains National Park,Insect,Chelonarium lecontei,,,
Great Smoky Mountains National Park,Insect,Acallepitrix nitens,,,
Great Smoky Mountains National Park,Insect,Acalymma,,,
Great Smoky Mountains National Park,Insect,Acalymma vittatum,Striped Cucumber Beetle,,
Great Smoky Mountains National Park,Insect,Acanthoscelides,,,
Great Smoky Mountains National Park,Insect,Althaeus hibisci,,,
Great Smoky Mountains National Park,Insect,Altica,,5,
Great Smoky Mountains National Park,Insect,Altica chalybea,Grape Flea Beetle,,
Great Smoky Mountains National Park,Insect,Altica kalmiae,,,
Great Smoky Mountains National Park,Insect,Altica litigata,,,
Great Smoky Mountains National Park,Insect,Altica marevagans,,,
Great Smoky Mountains National Park,Insect,Altica viridana,,,
Great Smoky Mountains National Park,Insect,Altica woodsi,,,
Great Smoky Mountains National Park,Insect,Amblycerus robiniae,,,
Great Smoky Mountains National Park,Insect,Anomoea laticlavia,Claycolored Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Anomoea laticlavia laticlavia,Claycolored Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Anoplitis inaequalis,,,
Great Smoky Mountains National Park,Insect,Babia quadriguttata,,,
Great Smoky Mountains National Park,Insect,Babia quadriguttata magnasmokiae,,,
Great Smoky Mountains National Park,Insect,Babia quadriguttata quadriguttata,,,
Great Smoky Mountains National Park,Insect,Baliosus nervosus,Basswood Leafminer,,
Great Smoky Mountains National Park,Insect,Bassareus formosus,,,
Great Smoky Mountains National Park,Insect,Bassareus mammifer,,,
Great Smoky Mountains National Park,Insect,Blepharida rhois,Sumac Flea Beetle,1,
Great Smoky Mountains National Park,Insect,Brachycoryna melsheimeri,,,
Great Smoky Mountains National Park,Insect,Brachypnoea clypealis,,,
Great Smoky Mountains National Park,Insect,Brachypnoea convexa,,,
Great Smoky Mountains National Park,Insect,Brachypnoea margaretae,,,
Great Smoky Mountains National Park,Insect,Brachypnoea puncticollis,Rose Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Brachypnoea tristis,,,
Great Smoky Mountains National Park,Insect,Bruchidius terrenus,Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Calligrapha bidenticola,,,
Great Smoky Mountains National Park,Insect,Calligrapha californica,,,
Great Smoky Mountains National Park,Insect,Calligrapha californica coreopsivora,,,
Great Smoky Mountains National Park,Insect,Calligrapha ignota,,,
Great Smoky Mountains National Park,Insect,Calligrapha philadelphica,Dogwood Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Calligrapha pnirsa,,,
Great Smoky Mountains National Park,Insect,Calligrapha scalaris,Elm Calligrapha,,
Great Smoky Mountains National Park,Insect,Calligrapha virginea,,,
Great Smoky Mountains National Park,Insect,Capraita circumdata,,,
Great Smoky Mountains National Park,Insect,Capraita miniata,Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Capraita quercata,,,
Great Smoky Mountains National Park,Insect,Capraita scalaris,,,
Great Smoky Mountains National Park,Insect,Capraita sexmaculata,,,
Great Smoky Mountains National Park,Insect,Capraita subvittata,Stripped Leaf Beetle,3,
Great Smoky Mountains National Park,Insect,Capraita thyamoides,,,
Great Smoky Mountains National Park,Insect,Cerotoma trifurcata,Bean Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Chaetocnema,,,
Great Smoky Mountains National Park,Insect,Chaetocnema confinis,Sweetpotato Flea Beetle,,
Great Smoky Mountains National Park,Insect,Chaetocnema denticulata,Toothed Flea Beetle,,
Great Smoky Mountains National Park,Insect,Chaetocnema fuscata,,,
Great Smoky Mountains National Park,Insect,Chaetocnema minuta,,,
Great Smoky Mountains National Park,Insect,Chaetocnema producta,,,
Great Smoky Mountains National Park,Insect,Chaetocnema pulicaria,Corn Flea Beetle,,
Great Smoky Mountains National Park,Insect,Chaetocnema truncata,,,
Great Smoky Mountains National Park,Insect,Chalepus bicolor,,,
Great Smoky Mountains National Park,Insect,Charidotella purpurata,,,
Great Smoky Mountains National Park,Insect,Charidotella sexpunctata,,,
Great Smoky Mountains National Park,Insect,Charidotella sexpunctata bicolor,Golden Tortoise Beetle,,
Great Smoky Mountains National Park,Insect,Chelymorpha cassidea,Argus Tortoise Beetle,,
Great Smoky Mountains National Park,Insect,Chlamisus,,,
Great Smoky Mountains National Park,Insect,Chrysochus auratus,Dogbane Beetle,,
Great Smoky Mountains National Park,Insect,Chrysolina quadrigemina,Klamathweed Beetle,,
Great Smoky Mountains National Park,Insect,Chrysomela interrupta,,,
Great Smoky Mountains National Park,Insect,Chrysomela knabi,,,
Great Smoky Mountains National Park,Insect,Chrysomela knabi knabi,,,
Great Smoky Mountains National Park,Insect,Chrysomela scripta,Cottonwood Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Colaspis brunnea,Grape Colaspis,,
Great Smoky Mountains National Park,Insect,Colaspis chrysis,,,
Great Smoky Mountains National Park,Insect,Colaspis pini,Pine Colaspis,,
Great Smoky Mountains National Park,Insect,Colaspis pini pini,Pine Colaspis,,
Great Smoky Mountains National Park,Insect,Colaspis pini schotti,Pine Colaspis,,
Great Smoky Mountains National Park,Insect,Crepidodera,,,
Great Smoky Mountains National Park,Insect,Crepidodera browni,,,
Great Smoky Mountains National Park,Insect,Crepidodera nana,Tiny Aspen Flea Beetle,,
Great Smoky Mountains National Park,Insect,Crepidodera violacea,,,
Great Smoky Mountains National Park,Insect,Cryptocephalus binominis,,,
Great Smoky Mountains National Park,Insect,Cryptocephalus calidus,,,
Great Smoky Mountains National Park,Insect,Cryptocephalus guttulatus,,,
Great Smoky Mountains National Park,Insect,Cryptocephalus notatus,,,
Great Smoky Mountains National Park,Insect,Cryptocephalus quadruplex,,1,
Great Smoky Mountains National Park,Insect,Cryptocephalus schreibersii,,,
Great Smoky Mountains National Park,Insect,Cryptocephalus tinctus,,,
Great Smoky Mountains National Park,Insect,Cryptocephalus venustus,,,
Great Smoky Mountains National Park,Insect,Deloyala guttata,Mottled Tortoise Beetle,,
Great Smoky Mountains National Park,Insect,Demotina modesta,,,
Great Smoky Mountains National Park,Insect,Derocrepis carinata,,,
Great Smoky Mountains National Park,Insect,Derocrepis erythropus,Redlegged Flea Beetle,,
Great Smoky Mountains National Park,Insect,Diabrotica,,,
Great Smoky Mountains National Park,Insect,Diabrotica undecimpunctata,,,
Great Smoky Mountains National Park,Insect,Diabrotica undecimpunctata howardi,Spotted Cucumber Beetle,,
Great Smoky Mountains National Park,Insect,Diabrotica virgifera,,,
Great Smoky Mountains National Park,Insect,Diabrotica virgifera virgifera,Western Corn Rootworm,,
Great Smoky Mountains National Park,Insect,Diachus auratus,Bronze Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Dibolia,,,
Great Smoky Mountains National Park,Insect,Dibolia borealis,,,
Great Smoky Mountains National Park,Insect,Disonycha,,,
Great Smoky Mountains National Park,Insect,Disonycha discoidea,,,
Great Smoky Mountains National Park,Insect,Disonycha glabrata,,,
Great Smoky Mountains National Park,Insect,Disonycha leptolineata,,1,
Great Smoky Mountains National Park,Insect,Disonycha xanthomelas,Spinach Flea Beetle,2,
Great Smoky Mountains National Park,Insect,Distigmoptera pilosa,,,
Great Smoky Mountains National Park,Insect,Donacia,,,
Great Smoky Mountains National Park,Insect,Donacia (Donaciomima) subtilis fulgens,Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Donacia caerulea,,,
Great Smoky Mountains National Park,Insect,Donacia piscatrix,,,
Great Smoky Mountains National Park,Insect,Donacia subtilis,,,
Great Smoky Mountains National Park,Insect,Donacia tuberculata,,,
Great Smoky Mountains National Park,Insect,Donacia tuberculifrons,,,
Great Smoky Mountains National Park,Insect,Donacia vicina,,,
Great Smoky Mountains National Park,Insect,Epitrix brevis,,,
Great Smoky Mountains National Park,Insect,Epitrix cucumeris,Potato Flea Beetle,,
Great Smoky Mountains National Park,Insect,Epitrix fuscula,Eggplant Flea Beetle,,
Great Smoky Mountains National Park,Insect,Epitrix hirtipennis,Tobacco Flea Beetle,,
Great Smoky Mountains National Park,Insect,Epitrix humeralis,,,
Great Smoky Mountains National Park,Insect,Exema canadensis,,,
Great Smoky Mountains National Park,Insect,Exema dispar,,,
Great Smoky Mountains National Park,Insect,Fidia,,,
Great Smoky Mountains National Park,Insect,Fidia longipes,,,
Great Smoky Mountains National Park,Insect,Fidia viticida,Grape Rootworm,,
Great Smoky Mountains National Park,Insect,Galerucella nymphaeae,Waterlily Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Gastrophysa cyanea,,,
Great Smoky Mountains National Park,Insect,Gibbobruchus mimus,,,
Great Smoky Mountains National Park,Insect,Glyptina spuria,,,
Great Smoky Mountains National Park,Insect,Glyptoscelis,,,
Great Smoky Mountains National Park,Insect,Glyptoscelis pubescens,Hairy Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Graphops marcassita,,,
Great Smoky Mountains National Park,Insect,Graphops pubescens,,,
Great Smoky Mountains National Park,Insect,Graphos pubescens,,,
Great Smoky Mountains National Park,Insect,Gratiana pallidula,,,
Great Smoky Mountains National Park,Insect,Hornaltica atriventris,,,
Great Smoky Mountains National Park,Insect,Hornaltica bicolor,Leaf Beetle,,
Great Smoky Mountains National Park,Insect,Hydrothassa vittata,,,
Great Smoky Mountains National Park,Insect,Jonthonota nigripes,Blacklegged Tortoise Beetle,,
Great Smoky Mountains National Park,Insect,Kuschelina fallax,,,
Great Smoky Mountains National Park,Insect,Kuschelina gibbitarsa,,,
Great Smoky Mountains National Park,Insect,Kuschelina horni,,,
Great Smoky Mountains National Park,Insect,Kuschelina suturella,,,
Great Smoky Mountains National Park,Insect,Kuschelina vians,,,
Great Smoky Mountains National Park,Insect,Leptinotarsa decemlineata,Colorado Potato Beetle,,
Great Smoky Mountains National Park,Insect,Leptinotarsa decimlineata,,,
Great Smoky Mountains National Park,Insect,Leptinotarsa juncta,False Potato Beetle,,
Great Smoky Mountains National Park,Insect,Lexiphanes saponatus,,,
Great Smoky Mountains National Park,Insect,Longitarsus,,,
Great Smoky Mountains National Park,Insect,Longitarsus pratensis,,,
Great Smoky Mountains National Park,Insect,Longitarsus suspectus,,,
